index,overall,Date,Year,reviewText,title,brand,Cleaned Reviews,Vader Sentiment,Vader Analysis,Happy,Angry,Surprise,Sad,Fear,emotion
30805,5.0,2015-08-03,2015,"You don't need more than one blade to shave. I get a great shave with these.  So, save a boatload of money and go retro.  I also use them to score my bread dough.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,You don t need more than one blade to shave I get a great shave with these So save a boatload of money and go retro I also use them to score my bread dough ,0.8221,Positive,0.5,0.5,0.0,0.0,0.0,Happy
30806,5.0,2015-07-30,2015,Not an agressive shave and easy on the face.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Not an agressive shave and easy on the face ,0.4404,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30807,4.0,2015-07-29,2015,"Extremely sharp, cuts smoothly; tested it on a plastic string tag from new clothes and it literally cut the string in half without any force, simply touched the string and it cut in half.

In the hand it feels a bit more durable than the Feathers, but I haven't had a problem with either. The blade cuts smoothly, but like the Feathers I have to make a few go arounds because I have coarse, curly beard hair.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Extremely sharp cuts smoothly tested it on a plastic string tag from new clothes and it literally cut the string in half without any force simply touched the string and it cut in half In the hand it feels a bit more durable than the Feathers but I haven t had a problem with either The blade cuts smoothly but like the Feathers I have to make a few go arounds because I have coarse curly beard hair ,0.2915,Neutral,0.0,0.29,0.14,0.29,0.29,Angry
30808,4.0,2015-07-28,2015,"There are better razors out there, even at lower costs but may not be as readily available as these. I would consider these to be solid middle level razors with decent shaving action (but nothing superb). If you have thick hair, this may not be good enough. If you prefer to pay more for better quality, then something like Feather and KAI, both from Japan are great, and if you prefer to pay less and still go higher up in quality you can try something like Astra, which is from Russia. These Wilkinsons are from Germany and come packed in a convenient plastic case per five blades and each blade individually wrapped in paper.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,There are better razors out there even at lower costs but may not be as readily available as these I would consider these to be solid middle level razors with decent shaving action but nothing superb If you have thick hair this may not be good enough If you prefer to pay more for better quality then something like Feather and KAI both from Japan are great and if you prefer to pay less and still go higher up in quality you can try something like Astra which is from Russia These Wilkinsons are from Germany and come packed in a convenient plastic case per five blades and each blade individually wrapped in paper ,0.9318,Positive,0.5,0.0,0.3,0.1,0.1,Happy
30809,4.0,2015-07-27,2015,Just average for me.  I think Feather and Gillette Silver Blue gave me a closer shave with one more use out of a blade.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Just average for me I think Feather and Gillette Silver Blue gave me a closer shave with one more use out of a blade ,0.0,Neutral,0.0,0.0,0.0,0.33,0.67,Fear
30810,3.0,2015-07-20,2015,I have found better blades for a lower price.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I have found better blades for a lower price ,0.1779,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30811,4.0,2015-07-17,2015,"Perfectly sharp and good for 3-4 days of shaving. I like that the blades are easy to remove from the paper wrapper and the plastic case has a built in ""disposal slot"" for used blades. My only complaint is that they're too expensive. You can get compatible blades for half the price.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Perfectly sharp and good for days of shaving I like that the blades are easy to remove from the paper wrapper and the plastic case has a built in disposal slot for used blades My only complaint is that they re too expensive You can get compatible blades for half the price ,0.8834,Positive,0.4,0.2,0.0,0.2,0.2,Happy
30812,4.0,2015-07-17,2015,"A little disappointing, Not as good as they used to be!
Bill Graf",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,A little disappointing Not as good as they used to be Bill Graf,-0.6813,Negative,0.0,0.0,0.0,1.0,0.0,Sad
30813,5.0,2015-07-16,2015,BEST BLADES EVER.....,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,BEST BLADES EVER ,0.6369,Positive,0.0,0.0,0.0,0.0,0.0,Happy
30814,5.0,2015-07-15,2015,The first WILKINSON SWORD double edge razor blade gave me 15 shaves; other double edge razor blades are good for only 2 shaves. Your warehouse workers carefully packaged everything; all products arrived in good condition.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,The first WILKINSON SWORD double edge razor blade gave me shaves other double edge razor blades are good for only shaves Your warehouse workers carefully packaged everything all products arrived in good condition ,0.743,Positive,0.0,0.0,0.0,0.67,0.33,Sad
30815,2.0,2015-07-13,2015,"Sharp razor, but bad razor burn and nicks for my sensitive skin type, Dorco ST300 works great for me.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Sharp razor but bad razor burn and nicks for my sensitive skin type Dorco ST works great for me ,0.2263,Neutral,0.2,0.2,0.0,0.2,0.4,Fear
30816,5.0,2015-07-09,2015,I bought several packages of Wilkinson Sword Classic blades on the same Amazon order as a Parker traditional safety razor. My opinion is that the limiting factor of a good razor could very well be the blades. Couldn't be happier with either purchase.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I bought several packages of Wilkinson Sword Classic blades on the same Amazon order as a Parker traditional safety razor My opinion is that the limiting factor of a good razor could very well be the blades Couldn t be happier with either purchase ,0.7199,Positive,0.0,0.0,0.4,0.2,0.4,Surprise
30817,5.0,2015-07-04,2015,"Still a great blade.  Used to get it in rite aids, etch, now hard to find",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Still a great blade Used to get it in rite aids etch now hard to find,0.5719,Positive,0.5,0.5,0.0,0.0,0.0,Happy
30818,5.0,2015-07-03,2015,My husband like them very much,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,My husband like them very much,0.3612,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30820,5.0,2015-06-23,2015,"These give very consistent, close shaves for me without nicks.  Very dependable!",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These give very consistent close shaves for me without nicks Very dependable ,0.0,Neutral,0.33,0.0,0.0,0.0,0.67,Fear
30821,5.0,2015-06-23,2015,My favorite blades so far.  I will be ordering these again.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,My favorite blades so far I will be ordering these again ,0.4588,Neutral,1.0,0.0,0.0,0.0,0.0,Happy
30822,4.0,2015-06-21,2015,"So I've tried a number of different blades...previous to this batch I've use merkur and dorca...I liked the merkur they were great, but they were expensive. The dorca were cheap (and came with the new handle), but you only got 1 maybe 2 good shaves before needing to change the blade....I've shaved 3 times with the same blade and still as sharp as the first time and the shave is still as smooth and close.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,So I ve tried a number of different blades previous to this batch I ve use merkur and dorca I liked the merkur they were great but they were expensive The dorca were cheap and came with the new handle but you only got maybe good shaves before needing to change the blade I ve shaved times with the same blade and still as sharp as the first time and the shave is still as smooth and close ,0.8216,Positive,0.5,0.25,0.0,0.0,0.25,Happy
30824,4.0,2015-06-19,2015,If you're just stating to shave with a safety razor use these until you get used to it. Then switch to feather blades.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,If you re just stating to shave with a safety razor use these until you get used to it Then switch to feather blades ,0.4215,Neutral,0.0,0.0,0.0,0.5,0.5,Sad
30825,5.0,2015-06-15,2015,"The ""tried-and-true"" trusted brand of blades that my dad used to use, and which I started shaving with when I was younger.....Good standard quality and they fit most single-blade razor holders.

And these single blades shave just as smoothly as the triples do: They hold their sharpness well after several shavings (My beard is more on the ""rough scraggly side"" so I have stiffer beard hairs and often wear-out the sharpness of the other triple blade razors after only 2 or 3 uses, but each of these Wilkinson's Blades stay sharp over 5 or 8 uses or more.)

Very pleased with the price, which, after years of buying triple-blade razor and forking over large sums of cash for sets of only 5 or 8 blades, I was able to buy 30 blades at only a fraction of the cost of the triple blades....When I purchased these, it was $1.87 for a set of 5 blades (that's just 37 cents a blade; compare that to the exorbitant cost of a single triple-blade model in the store, which are around $2 or $3 EACH)

Blades like these aren't often found in the stores these days, so I was happy to find these online and at such an affordable price....Definitely will repeat and buy more in the future.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,The tried and true trusted brand of blades that my dad used to use and which I started shaving with when I was younger Good standard quality and they fit most single blade razor holders And these single blades shave just as smoothly as the triples do They hold their sharpness well after several shavings My beard is more on the rough scraggly side so I have stiffer beard hairs and often wear out the sharpness of the other triple blade razors after only or uses but each of these Wilkinson s Blades stay sharp over or uses or more Very pleased with the price which after years of buying triple blade razor and forking over large sums of cash for sets of only or blades I was able to buy blades at only a fraction of the cost of the triple blades When I purchased these it was for a set of blades that s just cents a blade compare that to the exorbitant cost of a single triple blade model in the store which are around or EACH Blades like these aren t often found in the stores these days so I was happy to find these online and at such an affordable price Definitely will repeat and buy more in the future ,0.9542,Positive,0.14,0.27,0.14,0.14,0.32,Fear
30826,5.0,2015-06-14,2015,"Many, many years ago, when the Trac II razor came out, Mad Magazine did a spoof where the manufacturers created cartridges with five blades in them, pointing out how ridiculous that would be. It was later animated for a Saturday Night Live spoof commercial.  Here we are in the present and there are cartridges on the market with five blades in them that cost $3.00 - $4.00 apiece.  All the nonsense you hear about how more blades are better is just that, marketing nonsense.  These will shave you just as well or better and they cost a Quarter each, plus you can buy a perfectly good safety razor here on Amazon that will cost $30.00 that will last a lifetime.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Many many years ago when the Trac II razor came out Mad Magazine did a spoof where the manufacturers created cartridges with five blades in them pointing out how ridiculous that would be It was later animated for a Saturday Night Live spoof commercial Here we are in the present and there are cartridges on the market with five blades in them that cost apiece All the nonsense you hear about how more blades are better is just that marketing nonsense These will shave you just as well or better and they cost a Quarter each plus you can buy a perfectly good safety razor here on Amazon that will cost that will last a lifetime ,0.8728,Positive,0.0,0.12,0.5,0.0,0.38,Surprise
30827,4.0,2015-06-11,2015,The Wilkinson Sword is a very sharp blade in my opinion. If I have plenty of time I like using them. If I need to go quicker I use Astra SP's. There is something nostalgic about using them for me. I remember seeing them in my dads shaving kit when I was a kid. I like having them in my kit too.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,The Wilkinson Sword is a very sharp blade in my opinion If I have plenty of time I like using them If I need to go quicker I use Astra SP s There is something nostalgic about using them for me I remember seeing them in my dads shaving kit when I was a kid I like having them in my kit too ,0.6124,Positive,0.33,0.33,0.0,0.33,0.0,Happy
30829,5.0,2015-06-05,2015,I remember fifty years ago when my dad would wait in line at the pharmacy when the then-new Wilkinson Sword blades were in stock.  They were the sharpest and longest lasting blades ever.  Still true!,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I remember fifty years ago when my dad would wait in line at the pharmacy when the then new Wilkinson Sword blades were in stock They were the sharpest and longest lasting blades ever Still true ,0.4753,Neutral,0.0,0.0,0.33,0.0,0.67,Fear
30831,5.0,2015-05-31,2015,These just feel fancy,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These just feel fancy,0.0,Neutral,0.0,0.0,1.0,0.0,0.0,Surprise
30832,5.0,2015-05-30,2015,I use these for my aquarium scraper.  They effectively remove the algae from the glass.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I use these for my aquarium scraper They effectively remove the algae from the glass ,0.4404,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30833,3.0,2015-05-29,2015,Not as sharp as Feather.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Not as sharp as Feather ,0.0,Neutral,0.0,1.0,0.0,0.0,0.0,Angry
30834,3.0,2015-05-28,2015,"Using this in my Merkur 37c SLANT BAR.

I already had a 100-pack of Astra SP, but I am still new-ish to DE safety razors, so I'm still inquisitive enough to try a few blades. So far Astra SP is the best. Wilkinson was a close second and I don't regret trying it, but I won't buy again. The value isn't there. It was still a bit rougher than Astra. Others I've tried so far are Van Der Hagen (Germany), which came with my Van Der Hagen razor and Merkur (by Solingen), which came with my Merkur 37c Slant. Van Der Hagen blades are tolerable, Merkur blade was forgettable. I have relegated all of these to ""clearing the runways"" - trimming the sideburns, for which I use the regular DE (not as easy with slant). I have also recently tried Feather and the first shave was rather nice, but the second was rough - I suspect they are a ""one shave blade"", which makes them too expensive and not worth it.

I will probably give them as samples to friends and maybe try it once or twice more in each of my razors and will update if I have any news.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Using this in my Merkur c SLANT BAR I already had a pack of Astra SP but I am still new ish to DE safety razors so I m still inquisitive enough to try a few blades So far Astra SP is the best Wilkinson was a close second and I don t regret trying it but I won t buy again The value isn t there It was still a bit rougher than Astra Others I ve tried so far are Van Der Hagen Germany which came with my Van Der Hagen razor and Merkur by Solingen which came with my Merkur c Slant Van Der Hagen blades are tolerable Merkur blade was forgettable I have relegated all of these to clearing the runways trimming the sideburns for which I use the regular DE not as easy with slant I have also recently tried Feather and the first shave was rather nice but the second was rough I suspect they are a one shave blade which makes them too expensive and not worth it I will probably give them as samples to friends and maybe try it once or twice more in each of my razors and will update if I have any news ,0.9797,Positive,0.23,0.0,0.15,0.23,0.38,Fear
30836,5.0,2015-05-20,2015,"Nicked my skin a couple times. But once you get the the hang of it, you'll be slick as a whistle.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Nicked my skin a couple times But once you get the the hang of it you ll be slick as a whistle ,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30837,1.0,2015-05-19,2015,"Terrible blades, I mean terrible. Do not waste your time and money. This is not even close to a close shave. For the last  two months I have been trying different blades like Polsilver, Feather, Personna, Astra and Merkur. This one was the worst by far.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Terrible blades I mean terrible Do not waste your time and money This is not even close to a close shave For the last two months I have been trying different blades like Polsilver Feather Personna Astra and Merkur This one was the worst by far ,-0.7556,Negative,0.4,0.0,0.0,0.2,0.4,Happy
30839,5.0,2015-05-14,2015,"These are nice blades for the price, I used them with a reasonably cheap razor (WEISHI 9306FL Long Handle) and the pair of them do an excellent job getting the hair off of my face. I have used 2 of the razors shaving 3-4 times a week for the last 3 months and have had no issues. I changed the first one after about 6 weeks and just changed out the second razor. I have pretty fine hair so this may not be the case for everyone else but these get the job done.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These are nice blades for the price I used them with a reasonably cheap razor WEISHI FL Long Handle and the pair of them do an excellent job getting the hair off of my face I have used of the razors shaving times a week for the last months and have had no issues I changed the first one after about weeks and just changed out the second razor I have pretty fine hair so this may not be the case for everyone else but these get the job done ,0.631,Positive,0.44,0.0,0.22,0.0,0.33,Happy
30841,5.0,2015-05-08,2015,Excellent product and speedy delivery. Thank you,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Excellent product and speedy delivery Thank you,0.7351,Positive,1.0,0.0,0.0,0.0,0.0,Happy
30843,5.0,2015-05-04,2015,Smoothest shave ever. Feels like I'm rubbing the back of a spoon on my cheek,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Smoothest shave ever Feels like I m rubbing the back of a spoon on my cheek,0.3612,Neutral,0.0,1.0,0.0,0.0,0.0,Angry
30847,2.0,2015-04-20,2015,"For my whiskers, I HATED these blades. The only thing worse was Dorco.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,For my whiskers I HATED these blades The only thing worse was Dorco ,-0.8415,Negative,0.0,0.0,0.0,1.0,0.0,Sad
30848,1.0,2015-04-18,2015,"Purchased for my safety razor.  Excellent alternative to over-priced disposables.

UPDATE: Recently bought another batch of these to restock. They were absolutely terrible. Maybe one good shave out of each blade. Just ordered another brand to try.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Purchased for my safety razor Excellent alternative to over priced disposables UPDATE Recently bought another batch of these to restock They were absolutely terrible Maybe one good shave out of each blade Just ordered another brand to try ,0.719,Positive,0.17,0.0,0.0,0.17,0.67,Fear
30850,2.0,2015-04-15,2015,The blades are too dull or not sharp enough.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,The blades are too dull or not sharp enough ,-0.4019,Neutral,0.0,0.5,0.0,0.5,0.0,Angry
30851,4.0,2015-04-14,2015,"I get a smoother cut with fewer passes than my previous blade. I also get 3 or 4 nicks a week where I didn't get any with the previous. All in all, it's a good trade. I will be buying more of these.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I get a smoother cut with fewer passes than my previous blade I also get or nicks a week where I didn t get any with the previous All in all it s a good trade I will be buying more of these ,0.2023,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30853,5.0,2015-04-12,2015,"My ""go to"" blades.  Very nice - about medium sharpness and very smooth.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,My go to blades Very nice about medium sharpness and very smooth ,0.4754,Neutral,0.5,0.5,0.0,0.0,0.0,Happy
30854,5.0,2015-04-10,2015,Used merkur and feather blade. This cuts greats and doesn't slice my face up like the first two.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Used merkur and feather blade This cuts greats and doesn t slice my face up like the first two ,0.0772,Neutral,1.0,0.0,0.0,0.0,0.0,Happy
30855,2.0,2015-04-10,2015,"Terrible razor blades; they do not provide a clean shave. I prefer the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Derby-Extra/dp/B004SGKMA0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Derby Extra</a>&nbsp;or&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Feather/dp/B004RWTQTS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Feather</a>&nbsp;blades.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Terrible razor blades they do not provide a clean shave I prefer the nbsp a data hook product link linked class a link normal href Derby Extra dp B SGKMA ref cm cr arp d rvw txt ie UTF Derby Extra a nbsp or nbsp a data hook product link linked class a link normal href Feather dp B RWTQTS ref cm cr arp d rvw txt ie UTF Feather a nbsp blades ,-0.6925,Negative,0.25,0.0,0.5,0.0,0.25,Surprise
30856,3.0,2015-04-09,2015,"Blades are the ultimate YMMV...these work ok, but prefer other brands.  For others however, these may be great, you have to try them to find out.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Blades are the ultimate YMMV these work ok but prefer other brands For others however these may be great you have to try them to find out ,0.8047,Positive,0.5,0.0,0.0,0.25,0.25,Happy
30857,3.0,2015-04-08,2015,"Lower quality blade. You may get a week out of a blade but they cost so little, you can afford to change the blade often. I used them in the Weishi.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Lower quality blade You may get a week out of a blade but they cost so little you can afford to change the blade often I used them in the Weishi ,-0.1531,Neutral,0.0,0.0,0.5,0.0,0.5,Surprise
30858,5.0,2015-04-07,2015,"The blades have been great.

W.L.Murray",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,The blades have been great W L Murray,0.6249,Positive,1.0,0.0,0.0,0.0,0.0,Happy
30859,5.0,2015-03-31,2015,my husband loves them.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,my husband loves them ,0.5719,Positive,1.0,0.0,0.0,0.0,0.0,Happy
30860,5.0,2015-03-31,2015,These are my husbands favorite.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These are my husbands favorite ,0.4588,Neutral,1.0,0.0,0.0,0.0,0.0,Happy
30861,3.0,2015-03-31,2015,Just like any other blade I've tried. They don't last any longer than the ones I buy at the discount store.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Just like any other blade I ve tried They don t last any longer than the ones I buy at the discount store ,0.3612,Neutral,0.0,0.0,0.0,0.0,1.0,Fear
30862,4.0,2015-03-29,2015,I really like these blades. I shave every morning and change them once a week.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I really like these blades I shave every morning and change them once a week ,0.4201,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30863,5.0,2015-03-27,2015,Great DE blade.  Smooth shave.  Will buy again.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Great DE blade Smooth shave Will buy again ,0.6249,Positive,1.0,0.0,0.0,0.0,0.0,Happy
30864,5.0,2015-03-25,2015,"Provide a clean and comfortable shave. A little pricier than bargain blades but they shave WORLDS better than some of the cheaper brands like Personna. I can also compare them to Feather, which a lot of people rave about.  Feather shave very smoothly and they are fine on my face, but they give me TERRIBLE razor burn on my neck.  WS blades are the best of both worlds, extremely sharp and also extremely smooth and forgiving on the skin.

They come in a plastic box which can safely hold your used blades.  I've been very happy with them.  You can get a 100 pack for less than $20 that will last you 1 - 2 years.  Don't waste your time trying to pinch pennies on inferior blades, this is your face you're talking about!

PROS:
* Extremely sharp, but also smooth shaving
* Coated with chromium, ceramic, and teflon.  In my experience this does deliver a smooth shave
* Comes with plastic boxes for blade disposal.  Many cheaper brands do not.

CONS:
* On the pricier side.  Still, you can buy 100 of these for less than 20 bucks...

OVERALL:
* My go-to blade.  Great combination of sharpness and smoothness.  For me, unbeatable.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Provide a clean and comfortable shave A little pricier than bargain blades but they shave WORLDS better than some of the cheaper brands like Personna I can also compare them to Feather which a lot of people rave about Feather shave very smoothly and they are fine on my face but they give me TERRIBLE razor burn on my neck WS blades are the best of both worlds extremely sharp and also extremely smooth and forgiving on the skin They come in a plastic box which can safely hold your used blades I ve been very happy with them You can get a pack for less than that will last you years Don t waste your time trying to pinch pennies on inferior blades this is your face you re talking about PROS Extremely sharp but also smooth shaving Coated with chromium ceramic and teflon In my experience this does deliver a smooth shave Comes with plastic boxes for blade disposal Many cheaper brands do not CONS On the pricier side Still you can buy of these for less than bucks OVERALL My go to blade Great combination of sharpness and smoothness For me unbeatable ,0.9878,Positive,0.24,0.18,0.0,0.29,0.29,Sad
30865,3.0,2015-03-23,2015,"I guess I must have thicker beard than average because these tug a bit for me. I never really experience other beards to compare except mine so I didn't realize mine was considered thick (maybe the feeling of my beard still being rough even after a long hot shower should've been a hint). Anyway, These aren't the blades for me. I just ordered Feather blades so we'll see how that one works out. Glad I bought these samples before getting a huge number of them.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I guess I must have thicker beard than average because these tug a bit for me I never really experience other beards to compare except mine so I didn t realize mine was considered thick maybe the feeling of my beard still being rough even after a long hot shower should ve been a hint Anyway These aren t the blades for me I just ordered Feather blades so we ll see how that one works out Glad I bought these samples before getting a huge number of them ,0.7269,Positive,0.08,0.25,0.08,0.25,0.33,Fear
30866,4.0,2015-03-23,2015,"Work pretty well, get about 3 shaves per blade.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Work pretty well get about shaves per blade ,0.6486,Positive,0.5,0.0,0.0,0.0,0.5,Happy
30867,5.0,2015-03-21,2015,Good blades.  Back to the good old days,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Good blades Back to the good old days,0.7003,Positive,1.0,0.0,0.0,0.0,0.0,Happy
30868,5.0,2015-03-21,2015,"I purchased the five-pack that can only be added on to another order. These were my first safety razor blades and were recommended to me as a step down from Feathers which I was warned might be too aggressive for a beginner. These blades got the job done, even with two day's growth. There were minimal nicks. I did have to run over my beard a second time when I went two days without shaving, but this was expected.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,I purchased the five pack that can only be added on to another order These were my first safety razor blades and were recommended to me as a step down from Feathers which I was warned might be too aggressive for a beginner These blades got the job done even with two day s growth There were minimal nicks I did have to run over my beard a second time when I went two days without shaving but this was expected ,0.3071,Neutral,0.3,0.1,0.0,0.1,0.5,Fear
30869,5.0,2015-03-20,2015,Perfect. Unlike what you get in Walmart & Target. These have the perfect close shave.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Perfect Unlike what you get in Walmart Target These have the perfect close shave ,0.8126,Positive,0.25,0.0,0.0,0.5,0.25,Sad
30870,5.0,2015-03-18,2015,great stuff great price,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,great stuff great price,0.8481,Positive,0.67,0.33,0.0,0.0,0.0,Happy
30871,4.0,2015-03-18,2015,"Sharp, Shaves me good, could get more uses out of it, but my facial hair is very thick and coarse! Overall very pleased!",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Sharp Shaves me good could get more uses out of it but my facial hair is very thick and coarse Overall very pleased ,0.7797,Positive,0.0,0.33,0.33,0.33,0.0,Angry
30872,3.0,2015-03-17,2015,Just not my blade..,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Just not my blade ,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,Happy
30874,5.0,2015-03-10,2015,What much can you say about razor blades - they work.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,What much can you say about razor blades they work ,0.0,Neutral,0.0,0.0,0.0,0.0,1.0,Fear
30875,4.0,2015-03-10,2015,"Great,Remember from my youth!",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Great Remember from my youth ,0.0,Neutral,1.0,0.0,0.0,0.0,0.0,Happy
30876,5.0,2015-03-08,2015,"Great German-made quality.  This is a very fine-edged razor and dose a fantastic job in my Merkur razor. I get at least 2 weeks out of each blade though I do have a less-than-heavy beard. As long as they continue to manufacture in Germany, I will continue buying.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Great German made quality This is a very fine edged razor and dose a fantastic job in my Merkur razor I get at least weeks out of each blade though I do have a less than heavy beard As long as they continue to manufacture in Germany I will continue buying ,0.8271,Positive,0.33,0.11,0.0,0.33,0.22,Happy
30877,5.0,2015-03-08,2015,sharp and performs well. I still like my feathers more. I liked these more than the personna blue.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,sharp and performs well I still like my feathers more I liked these more than the personna blue ,0.7713,Positive,0.0,0.5,0.0,0.5,0.0,Angry
30879,5.0,2015-03-06,2015,very nice and sharp,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,very nice and sharp,0.4754,Neutral,0.5,0.5,0.0,0.0,0.0,Happy
30882,5.0,2015-03-04,2015,"Bought as a present, arrived as expected and experienced no problems.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Bought as a present arrived as expected and experienced no problems ,-0.5994,Negative,0.5,0.0,0.0,0.0,0.5,Happy
30883,5.0,2015-03-04,2015,"These blades are the first blades I've bought that I get really excited about. I'm sure there are other awesome blades out there, but these feel clean, fast, and sharp.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,These blades are the first blades I ve bought that I get really excited about I m sure there are other awesome blades out there but these feel clean fast and sharp ,0.8223,Positive,0.0,0.33,0.33,0.33,0.0,Angry
30884,3.0,2015-03-01,2015,"Ive been using these types of blade and my old style ""open Top"" shaver for years now, and these are probably some of the lower quality blades Ive purchased. They get the job done, but I have picked up random brand ones from walmart that were sharper than these. I wouldnt buy them again, especially if you're like myself and have course facial hair.",Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Ive been using these types of blade and my old style open Top shaver for years now and these are probably some of the lower quality blades Ive purchased They get the job done but I have picked up random brand ones from walmart that were sharper than these I wouldnt buy them again especially if you re like myself and have course facial hair ,0.5339,Positive,0.0,0.0,0.25,0.12,0.62,Fear
30885,5.0,2015-02-26,2015,Great shave for my husband.  He has purchased more.,Wilkinson Sword Double Edge Razor Blade Refills for Men - 5 Count,Schick,Great shave for my husband He has purchased more ,0.6249,Positive,0.5,0.0,0.0,0.0,0.5,Happy
